t_norm,z_norm,t_hr,z_m,zone
0.9070708197456298,0.7974972926850021,1459.7757954345316,43.862351097675116,failure_38_46m
0.09101784039322633,0.8275490194311059,1185.581994372124,45.51519606871083,failure_38_46m
0.38973285064403745,0.09691859889360974,1285.9502378163966,5.330522939148535,upper_3_20m
0.12922333209954856,0.7960187518937598,1198.4190395854482,43.78103135415679,failure_38_46m
0.7723759815835662,0.767333913477014,1414.5183298120783,42.203365241235765,failure_38_46m
0.6044801182345161,0.8042003825640227,1358.1053197267975,44.23102104102125,failure_38_46m
0.6512844442012518,0.04108911667454824,1373.8315732516205,2.2599014171001532,surface_0_3m
0.9784149999947089,0.8362727422404685,1483.7474399982223,45.99500082322577,failure_38_46m
0.7960680465784548,0.815220785858537,1422.4788636503608,44.83714322221953,failure_38_46m
0.6094438033472825,0.03774164269198267,1359.7731179246869,2.075790348059047,surface_0_3m
0.038498885540751496,0.22014932350762434,1167.9356255416924,12.108212792919339,upper_3_20m
0.6075639544626792,0.728270739321793,1359.1414886994603,40.05489066269861,failure_38_46m
0.048193297983395327,0.7952327719453822,1171.1929481224208,43.73780245699602,failure_38_46m
0.5539558039191593,0.736502965400466,1341.1291501168375,40.50766309702563,failure_38_46m
0.9570277686938019,0.6318874383648407,1476.5613302811175,34.75380911006624,mid_20_38m
0.6953406161151933,0.8005040880860405,1388.6344470147048,44.02772484473223,failure_38_46m
0.05457624043166128,0.011167911202517103,1173.337616785038,0.6142351161384406,surface_0_3m
0.8412947676094783,0.9543876302545704,1437.6750419167847,52.491319664001374,late_time_bonus
0.5698042566678275,0.821334802175359,1346.45423024039,45.17341411964475,failure_38_46m
0.4075968590062517,0.9707952128351295,1291.9525446261005,53.39373670593212,below_46_55m
0.7750217624188079,0.06881793031156759,1415.4073121727195,3.7849861671362173,late_time_bonus
0.9739142211502033,0.0875101438358695,1482.2351783064682,4.813057910972822,upper_3_20m
0.7676761116539998,0.7384127967432152,1412.939173515744,40.61270382087684,failure_38_46m
0.9577426609375401,0.08931673004885714,1476.8015340750135,4.912420152687143,late_time_bonus
0.9489464488960752,0.7332971248096402,1473.8460068290813,40.33134186453021,failure_38_46m
0.6658397878298838,0.9431075614897005,1378.722168710841,51.87091588193353,late_time_bonus
0.957187886952907,0.16584407708271892,1476.6151300161769,9.12142423954954,upper_3_20m
0.9934115583015403,0.9632169694671789,1488.7862835893175,52.97693332069484,below_46_55m
0.07929401539306935,0.7769197558346941,1181.6427891720714,42.73058657090817,failure_38_46m
0.7489257669334506,0.8431228157744941,1406.6390576896395,46.371754867597176,below_46_55m
0.032588702076557806,0.027238822665191925,1165.9498038977233,1.498135246585556,surface_0_3m
0.609305217511105,0.16265648517629397,1359.7265530837312,8.946106684696169,upper_3_20m
0.8507240881045528,0.7322661687391365,1440.8432936031297,40.27463928065251,failure_38_46m
0.27513437454339956,0.7359879499993669,1247.4451498465824,40.47933724996518,failure_38_46m
0.3916951481964396,0.9306001814861707,1286.6095697940036,51.18300998173939,below_46_55m
0.5082576569394318,0.5754612101813646,1325.7745727316492,31.650366559975055,mid_20_38m
0.12466469883594468,0.7011821266192859,1196.8873388088773,38.565016964060725,failure_38_46m
0.7642398985564242,0.014694396949127624,1411.7846059149585,0.8081918322020193,surface_0_3m
0.751736242508032,0.5795010023026586,1407.5833774826988,31.872555126646223,mid_20_38m
0.2688135563839723,0.7270130743375159,1245.3213549450147,39.98571908856338,failure_38_46m
0.31445702265903225,0.7282534906518096,1260.6575596134348,40.05394198584953,failure_38_46m
0.059622259587055935,0.037287163230489806,1175.0330792212508,2.0507939776769395,surface_0_3m
0.49057755949083315,0.977844121087411,1319.83405998892,53.78142665980761,below_46_55m
0.3709513744389399,0.28156293731397547,1279.6396618114838,15.485961552268652,upper_3_20m
0.8787623663291579,0.09711546952204275,1450.264155086597,5.341350823712351,late_time_bonus
0.4012528257603138,0.021202276683205554,1289.8209494554653,1.1661252175763055,surface_0_3m
0.8518277887604291,0.7974091524111574,1441.2141370235042,43.85750338261366,failure_38_46m
0.5336683326356402,0.520402697486218,1334.312559765575,28.622148361741992,mid_20_38m
0.13166301334016411,0.248592582589717,1199.2387724822952,13.672592042434434,upper_3_20m
0.11635274421639216,0.2579468654799784,1194.0945220567078,14.187077601398814,upper_3_20m
0.6477651535902201,0.5151206694159042,1372.649091606314,28.33163681787473,mid_20_38m
0.5829190190347288,0.8553266145924039,1350.8607903956688,47.042963802582214,below_46_55m
0.18823906938827373,0.7256016984290614,1218.2483273144599,39.90809341359838,failure_38_46m
0.9819475622900378,0.8543514012623711,1484.9343809294528,46.98932706943041,below_46_55m
0.9168208978555341,0.6538189876142738,1463.0518216794594,35.96004431878506,mid_20_38m
0.8005580064788479,0.6926323528509759,1423.9874901768928,38.094779406803674,failure_38_46m
0.22710937414016255,0.37122800386206956,1231.3087497110946,20.417540212413826,mid_20_38m
0.7834348927748171,0.8055829497137902,1418.2341239723387,44.30706223425846,late_time_bonus
0.9608989218726535,0.08184983222345399,1477.8620377492116,4.50174077228997,upper_3_20m
0.15888143668851087,0.18227832865202095,1208.3841627273396,10.025308075861153,upper_3_20m
0.8775483155607641,0.009265758968298718,1449.8562340284168,0.5096167432564295,surface_0_3m
0.06427891902710445,0.7137196812478321,1176.597716793107,39.254582468630765,failure_38_46m
0.8546602673083344,0.7852626655944069,1442.1658498156003,43.18944660769238,failure_38_46m
0.7228915354123532,0.04889475008328351,1397.8915558985507,2.6892112545805933,surface_0_3m
0.889847611435823,0.045934593144752275,1453.9887974424364,2.526402622961375,surface_0_3m
0.5085829328483722,0.8364535383089935,1325.8838654370531,46.00494460699464,below_46_55m
0.733019665277817,0.14980061463199446,1401.2946075333466,8.239033804759694,upper_3_20m
0.724184959390945,0.832373746068649,1398.3261463553574,45.780556033775696,late_time_bonus
0.7252941193266432,0.7518680487281276,1398.6988240937521,41.35274268004702,failure_38_46m
0.25913926532883874,0.2853124387542696,1242.0707931504899,15.692184131484828,upper_3_20m
0.06328391086981319,0.8185876314317438,1176.2633940522571,45.02231972874591,failure_38_46m
0.893311633493941,0.04703315129147782,1455.1527088539642,2.58682332103128,surface_0_3m
0.07881822500026286,0.36865502754178464,1181.4829236000883,20.276026514798154,mid_20_38m
0.6253828997580161,0.09317283022150825,1365.1286543186934,5.124505662182954,upper_3_20m
0.8615758755320049,0.10541511140830806,1444.4894941787536,5.797831127456943,upper_3_20m
0.07467566166594776,0.9973096530968697,1180.0910223197584,54.852030920327834,below_46_55m
0.32345024588253335,0.010569188455949346,1263.6792826165313,0.5813053650772141,surface_0_3m
0.03976768367411657,0.7998571287526346,1168.3619417145032,43.9921420813949,failure_38_46m
0.8898643245246368,0.8775570262793491,1453.994413040278,48.2656364453642,below_46_55m
0.7486966296897777,0.11366707758531763,1406.5620675757652,6.25168926719247,upper_3_20m
0.8182242580960277,0.7471426832667343,1429.9233507202653,41.092847579670384,late_time_bonus
0.89667236302299,0.04003720303319079,1456.2819139757246,2.2020461668254936,surface_0_3m
0.5853270307683641,0.7608866347715671,1351.6698823381703,41.848764912436195,failure_38_46m
0.003954054958468908,0.3853225404118197,1156.3285624660455,21.19273972265008,mid_20_38m
0.9283782342803822,0.7110557627389047,1466.9350867182084,39.10806695063976,failure_38_46m
0.7568578315399886,0.4663807215688697,1409.304231397436,25.650939686287835,mid_20_38m
0.5964034113933608,0.496423383988363,1355.3915462281693,27.303286119359964,mid_20_38m
0.6805841861188807,0.5677539086969952,1383.676286535944,31.226464978334732,mid_20_38m
0.9915650893311763,0.13400106572111922,1488.1658700152752,7.370058614661557,late_time_bonus
0.5100390617756233,0.7622766047564525,1326.3731247566095,41.92521326160489,failure_38_46m
0.3729095779611341,0.7323429365530552,1280.2976181949412,40.27886151041803,failure_38_46m
0.8747546292382833,0.748801461502697,1448.9175554240633,41.18408038264833,failure_38_46m
0.9186086433930734,0.8303613034137708,1463.6525041800726,45.66987168775739,late_time_bonus
0.8920268698242879,0.018324354881800075,1454.7210282609608,1.007839518499004,surface_0_3m
0.3608329349901632,0.49741614943048246,1276.239866156695,27.357888218676536,mid_20_38m
0.3334516649874428,0.404246395057005,1267.0397594357808,22.233551728135275,mid_20_38m
0.9658599529788814,0.8270368224882446,1479.528944200904,45.487025236853455,late_time_bonus
0.3669167445962232,0.6983759552375857,1278.284026184331,38.41067753806721,failure_38_46m
0.3410756205585865,0.7612270147748602,1269.601408507685,41.86748581261731,failure_38_46m
0.4288339918303476,0.7606500854677963,1299.0882212549968,41.8357547007288,failure_38_46m
0.40475545878372865,0.0002465785207125638,1290.9978341513329,0.013561818639191007,surface_0_3m
0.939026813688383,0.769644135819649,1470.5130093992966,42.33042747008069,failure_38_46m
0.8790401641874165,0.7308412345783312,1450.357495166972,40.19626790180821,failure_38_46m
0.3171472863923799,0.9623152586113021,1261.5614882278396,52.927339223621615,below_46_55m
0.46934584392077283,0.7950089455159632,1312.7002035573796,43.72549200337798,failure_38_46m
0.7569481006500524,0.36347353535173743,1409.3345618184176,19.991044444345558,upper_3_20m
0.3911737570385403,0.19162644208257426,1286.4343823649494,10.539454314541585,upper_3_20m
0.6028517522761989,0.7593941271592918,1357.5581887648027,41.766676993761045,failure_38_46m
0.8519098070664428,0.5987327769358233,1441.2416951743248,32.93030273147028,late_time_bonus
0.6727104544119296,0.15889485399706177,1381.0307126824084,8.739216969838397,upper_3_20m
0.031088033864833598,0.8324661238320163,1165.4455793785842,45.7856368107609,failure_38_46m
